track,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
Nude,Radiohead,0.537,0.342,4,-9.785,1,0.0338,0.833,0.6,0.0856,0.156,128.331,255387,3,40.58623,10,1
The Curly Shuffle,Jump 'N' The Saddle Band,0.632,0.484,9,-11.772,1,0.104,0.156,0,0.153,0.873,80.687,174707,4,46.8153,9,0
Heaven,Los Lonely Boys,0.664,0.862,6,-5.403,1,0.0679,0.378,4.19e-06,0.0824,0.782,91.91,227347,4,33.83419,8,1
I Want You,Janet Jackson,0.643,0.843,3,-5.533,1,0.0384,0.172,0.0247,0.122,0.666,105.744,252800,3,50.25079,9,1
Steam,Ty Herndon,0.676,0.738,6,-6.693,1,0.0262,0.0497,2.7e-06,0.0784,0.697,101.944,216693,4,21.42116,12,1
Proper Rock,The Chap,0.509,0.59,9,-10.096,1,0.0891,0.00413,0.0202,0.0633,0.624,159.945,235173,4,52.04269,10,0
Right Thurr,Chingy,0.866,0.749,2,-3.977,1,0.253,0.15,0,0.0614,0.891,92.074,250747,4,20.80496,10,1
Eppo Varuvaro - Johnpuri - Adi,Neyyattinkara Vasudevan,0.435,0.806,7,-5.222,1,0.0819,0.395,0,0.0842,0.596,93.162,258053,4,24.19913,9,0
Take Your Time (Coming Home),fun.,0.436,0.746,2,-5.301,1,0.0843,0.0768,2.49e-06,0.126,0.301,132.06,471267,4,46.90335,18,0
Why Can't I?,Liz Phair,0.487,0.759,11,-4.849,1,0.0405,0.0273,0,0.165,0.227,80.958,208360,4,37.25538,10,1
"7 Songs on Chinese Poems, Op. 71 No. 4: Traveling Song",Alexander Tcherepnin,0.585,0.123,3,-13.695,1,0.0711,0.99,0.0104,0.143,0.969,115.145,102907,4,35.1975,6,0
Here We Go Again,Demi Lovato,0.585,0.927,5,-5.253,1,0.04,0.00432,0,0.178,0.672,142.043,226253,4,47.06438,6,1
Goodbye,Jagged Edge,0.821,0.727,6,-6.262,1,0.105,0.134,2.4e-06,0.0532,0.971,130,273020,4,67.4764,11,1
Too Bad,Nickelback,0.598,0.808,10,-5.209,1,0.0388,0.00304,0,0.147,0.288,128.025,232240,4,34.01039,11,1
Take You There,Sean Kingston,0.752,0.921,5,-4.321,0,0.0696,0.0182,0,0.256,0.634,115.033,236693,4,51.40239,13,1
"Symphony No. 8 in B Minor, D. 759, ""Unfinished"": I. Allegro moderato",Franz Schubert,0.128,0.045,11,-17.723,0,0.0385,0.942,0.894,0.115,0.0395,85.907,687067,4,72.51274,34,0
Holly Park,Brandtson,0.244,0.67,6,-5.924,1,0.0286,0.000685,0.00274,0.109,0.502,170.654,331467,3,59.1293,13,0
Female Buddha Taras Mantra - Tibetan Chant plus Urban Groove,Lama Surya Das & Steven Halpern,0.603,0.253,5,-14.336,0,0.0282,0.67,0.0854,0.116,0.0999,76.912,347653,4,22.75065,17,0
A Child Is Born,Jon Kennedy,0.676,0.73,9,-10.381,1,0.0296,0.393,0.125,0.136,0.664,104.001,216533,4,42.74351,8,0
Death Defying Years,Half the World,0.454,0.911,2,-3.857,1,0.0794,0.0184,0,0.128,0.445,93.218,186760,4,58.33992,6,0
Anphisbena,Opera IX,0.075,0.858,9,-5.01,0,0.0651,2.71e-06,0.79,0.0395,0.31,61.106,462400,4,37.73448,20,0
Feels Just Like It Should,Pat Green,0.658,0.742,1,-3.511,1,0.0319,0.39,0.000331,0.125,0.698,123.316,227027,4,42.51601,8,1
Sexual (Li Da Di),Amber,0.623,0.898,4,-6.604,0,0.0309,0.000192,0.303,0.138,0.786,130.993,226227,4,30.7697,12,1
Tequila Makes Her Clothes Fall Off,Joe Nichols,0.664,0.706,2,-7.045,1,0.027,0.129,1.06e-06,0.0857,0.681,93.968,187053,4,48.33546,7,1
Again,Faith Evans,0.489,0.763,7,-6.077,1,0.24,0.0158,0,0.42,0.362,173.822,198787,4,41.44659,11,1
Underneath It All,No Doubt Featuring Lady Saw,0.729,0.731,4,-4.823,1,0.0682,0.235,1.35e-06,0.391,0.838,138.204,302720,4,22.99943,15,1
Maria Rosario,Los Amantes De Lola,0.723,0.65,2,-7.128,0,0.0419,0.0115,0.00774,0.077,0.966,124.471,297187,4,62.76144,10,0
Hellraiser - VNV Nation Remix,Suicide Commando,0.524,0.894,2,-9.573,1,0.0328,0.000364,0.846,0.15,0.212,140.003,403573,4,30.59056,15,0
On Fire,Lil Wayne,0.626,0.866,11,-4.065,0,0.0408,0.00316,0.000364,0.171,0.545,132.031,248240,4,29.76757,13,1
The Boss,Rick Ross Featuring T-Pain,0.431,0.842,7,-4.072,1,0.357,0.00876,0,0.309,0.61,83.66,225653,4,61.26174,11,1
Days Go By,Dirty Vegas,0.786,0.853,9,-8.274,0,0.0688,0.0499,0.0872,0.35,0.309,126.99,432147,4,18.48264,19,1
Green Light,John Legend Featuring Andre 3000,0.622,0.882,9,-5.59,0,0.119,0.0912,0,0.216,0.762,77.506,284187,4,27.35507,11,1
Improvisation 10,Joe Mcphee,0.393,0.0523,9,-22.591,0,0.0452,0.967,0.255,0.0768,0.0853,140.557,439240,3,63.46445,21,0
Rosa de Metal,Red Wine,0.404,0.958,9,-4.405,0,0.0683,0.00139,0,0.0451,0.328,90.099,257760,4,103.01444,7,0
Me And The Bean,Spoon,0.665,0.646,4,-7.949,0,0.0394,0.00491,0.000204,0.199,0.962,133.724,213800,4,22.82569,12,0
American Saturday Night,Brad Paisley,0.487,0.938,4,-5.466,1,0.0533,0.0721,2.63e-05,0.522,0.733,157.795,274200,4,26.73053,12,1
I Need To Know,Marc Anthony,0.813,0.949,3,-2.563,0,0.0336,0.486,9.75e-06,0.112,0.792,115.061,227707,4,31.46063,10,1
PCP Rock,Friends Forever,0.137,0.839,5,-3.048,1,0.0601,3.94e-05,0.885,0.305,0.132,142.318,219973,3,32.59319,11,0
Feel you (I Love Trance Mix),Marc Et Claude,0.656,0.847,6,-7.47,0,0.0375,0.000123,0.329,0.0807,0.43,136.988,416133,4,28.94016,14,0
Metal Army March,Witchtrap,0.469,0.894,4,-8.321,1,0.0843,0.0676,0.188,0.0765,0.326,96.906,446560,4,41.58398,14,0
Because Of You,Ne-Yo,0.81,0.538,0,-5.784,0,0.0356,0.528,0,0.0951,0.828,109.97,266840,4,24.35569,9,1
Drive (For Daddy Gene),Alan Jackson,0.709,0.61,11,-7.206,1,0.0434,0.317,0,0.102,0.475,125.189,242067,4,23.93504,9,1
Watching Airplanes,Gary Allan,0.374,0.711,11,-3.587,1,0.0354,0.547,4.12e-05,0.147,0.468,160.001,242947,4,33.35896,12,1
Techno Dup,Marc Smith,0.654,0.943,8,-6.127,1,0.0964,0.0025,0.908,0.141,0.691,165.992,305373,4,23.90276,15,0
Numb,Linkin Park,0.496,0.863,9,-4.153,1,0.0381,0.0046,0,0.639,0.243,110.018,185587,4,52.77931,6,1
"Swing, Swing",The All-American Rejects,0.553,0.717,7,-5.857,1,0.0318,6.48e-05,0.128,0.0385,0.318,127.947,233267,4,29.84441,12,1
Don't Wait,Dashboard Confessional,0.422,0.836,3,-4.088,1,0.0361,0.000251,0.00166,0.351,0.165,154.013,245000,4,38.8046,12,1
Love Is Sold,Dj Spinna,0.777,0.635,1,-7.231,1,0.13,0.00061,0.516,0.0688,0.503,112.019,399840,4,25.52146,16,0
Foolish,Ashanti,0.665,0.696,0,-5.763,1,0.0521,0.337,0,0.106,0.711,90.116,227387,4,25.28125,9,1
Not Today,Mary J. Blige Featuring Eve,0.907,0.628,10,-2.551,0,0.0796,0.448,1.32e-06,0.0423,0.902,94.027,253867,4,29.4249,13,1
Strange Things Happening Every Day,Sister Rosetta Tharpe,0.724,0.414,0,-9.952,1,0.0711,0.808,1.71e-05,0.161,0.737,154.875,166507,4,24.17586,9,0
Gimmie Love,Collie Buddz,0.648,0.675,10,-7.81,1,0.294,0.0387,0,0.154,0.631,79.419,224575,4,71.04259,6,0
J'adore Hardcore,Scooter,0.516,0.906,7,-5.515,1,0.051,0.0153,0.0173,0.705,0.327,150.003,260694,4,18.88981,15,0
Tal Vez,Ricky Martin,0.512,0.615,11,-5.318,1,0.0319,0.216,0,0.123,0.193,115.884,279227,4,32.57099,9,1
Top Down,Brian Bromberg,0.448,0.877,1,-5.278,1,0.0458,0.00027,0.906,0.355,0.746,156.004,335640,4,39.61448,17,0
How Did You Know?,Mynt Featuring Kim Sozzi,0.698,0.889,9,-4.288,0,0.0409,0.012,1.49e-06,0.065,0.818,128.015,229172,4,29.21658,10,1
Cha-Cha Slide,Mr. C The Slide Man,0.854,0.903,11,-6.821,0,0.147,0.0423,0.00576,0.316,0.814,131.02,222080,4,53.3623,5,1
Classical Instrumental: Merry Go Round - Raga: Fusion,Kadri Gopalnath,0.722,0.686,6,-13.659,1,0.0398,0.313,0.589,0.328,0.962,119.88,358933,4,45.93453,19,0
Pop 5,GAS,0.159,0.0331,10,-22.488,1,0.071,0.82,0.998,0.104,0.0336,129.425,646600,5,25.2304,39,0
Ora,Ludovico Einaudi,0.231,0.124,10,-26.448,1,0.0557,0.963,0.883,0.0859,0.0514,129.758,477000,4,129.95233,13,0
Falling Down,Selena Gomez & The Scene,0.58,0.898,0,-3.517,1,0.0832,0.000146,7.87e-06,0.359,0.805,140.016,184680,4,28.03375,10,1
Sex Ed Rocks,I Set My Friends On Fire,0.419,0.918,2,-5.111,0,0.0828,0.00128,0,0.306,0.395,154.394,192699,4,62.40818,7,0
"I Breathe In, I Breathe Out",Chris Cagle,0.316,0.514,7,-7.048,1,0.0271,0.178,0,0.194,0.242,185.882,243947,4,56.40952,10,1
Home,Blake Shelton,0.576,0.455,7,-7.587,1,0.0267,0.583,2.73e-05,0.0912,0.206,127.856,227040,4,31.2698,10,1
Only You Can Love Me This Way,Keith Urban,0.566,0.429,2,-9.478,1,0.0286,0.457,3.38e-05,0.173,0.325,147.957,247680,4,55.41528,11,1
We Will Glorify - House Of Worship Album Version,Twila Paris,0.468,0.554,9,-5.58,1,0.0315,0.744,0,0.0996,0.175,135.903,193427,3,44.34413,6,0
Alright,Darius Rucker,0.601,0.806,7,-4.579,1,0.0345,0.0527,0,0.185,0.711,89.87,231920,4,21.66591,9,1
Doctor Doctor,Michael Schenker,0.251,0.875,2,-3.938,0,0.0641,0.0118,0,0.127,0.308,136.122,287280,4,47.38856,16,0
(Do Not Feed The) Oyster,Stephen Malkmus,0.451,0.498,2,-8.535,1,0.0273,0.0723,0.185,0.0922,0.266,87.373,289227,4,32.18392,11,0
My Love Goes On And On,Chris Cagle,0.577,0.932,6,-6.137,1,0.0593,0.352,0,0.0609,0.92,161.949,182867,4,40.01974,10,1
Get Drunk And Be Somebody,Toby Keith,0.628,0.896,2,-4.132,1,0.0557,0.229,0,0.365,0.666,128.06,178840,4,28.47751,7,1
"Interzone, Pt. 1: Part I: Why don't you have a sode pop",Enno Poppe,0.336,0.545,1,-16.639,1,0.0981,0.789,0,0.43,0.265,86.013,31787,4,0,2,0
Show Me What You Got,Blessed By A Broken Heart,0.471,0.934,10,-2.779,0,0.107,0.000159,1.22e-05,0.135,0.174,149.781,247813,4,27.93188,14,0
She Couldn't Change Me,Montgomery Gentry,0.67,0.823,5,-10.592,1,0.033,0.00436,0.000192,0.318,0.787,117.44,260133,4,18.88981,15,1
Megalomania,Therion,0.133,0.745,7,-8.36,1,0.0449,1.22e-05,0.925,0.078,0.246,80.799,301000,3,38.18346,15,0
Thug Lovin',Ja Rule Featuring Bobby Brown,0.769,0.685,1,-5.648,1,0.177,0.133,0,0.667,0.771,93.043,290387,4,26.08229,13,1
Rise Of The Pagan Folk,Eliwagar,0.313,0.667,11,-7.65,0,0.0372,0.0318,0,0.0697,0.0391,123.363,262147,4,28.48022,6,0
Starscapes - Ambient,The American Dollar,0.0768,0.235,7,-14.95,0,0.0333,0.891,0.953,0.0825,0.0366,65.853,469556,4,26.66967,20,0
"The Breaking of the Fellowship (feat. ""In Dreams"")",Howard Shore,0.131,0.137,2,-20.553,1,0.0387,0.934,0.485,0.087,0.0465,78.577,440800,4,27.56481,20,0
Punk Rock Is Not Dangerous Anymore,Yesterday's Ring,0.682,0.432,6,-7.962,0,0.0347,0.44,0.00765,0.503,0.434,120.008,165973,4,41.27424,7,0
Rock Formations,Yawning Man,0.495,0.654,11,-7.352,0,0.0389,0.000993,0.943,0.0547,0.503,115.505,321640,4,26.68372,11,0
Money To Blow,Birdman Featuring Lil Wayne & Drake,0.708,0.578,6,-8.686,1,0.0631,0.0095,0,0.353,0.696,133.03,258587,4,28.54212,12,1
The Gold Torques Of Ulàid,Absu,0.209,0.997,5,-3.253,1,0.126,0.0125,0.173,0.112,0.29,165.76,232307,4,73.98002,10,0
Thug Holiday,Trick Daddy Featuring LaTocha Scott,0.767,0.654,1,-9.088,0,0.289,0.372,0,0.147,0.546,138.062,294067,4,26.58424,13,1
As Your Casket Closes,Ghoul,0.236,0.928,2,-9.128,1,0.043,3.7e-05,0.827,0.14,0.539,160.776,216027,4,37.63907,13,0
Jonchaies,Iannis Xenakis,0.273,0.702,11,-12.429,0,0.281,0.626,0.884,0.18,0.0375,118.712,958533,4,43.97106,35,0
The Big Heavy Metal,Massacration,0.268,0.827,11,-4.755,1,0.0551,5.08e-05,0.00957,0.392,0.618,148.714,307693,4,19.84467,14,0
Montego Bay Spleen,St Germain,0.705,0.649,11,-7.742,0,0.0651,0.375,0.0102,0.099,0.74,143.625,385677,4,28.43605,15,0
Beautiful Goodbye,Jennifer Hanson,0.623,0.878,2,-3.662,1,0.0372,0.146,0.00191,0.137,0.608,113.225,258360,4,48.1559,11,1
Angelfangs,Cobalt,0.163,0.994,11,-5.651,1,0.248,1.01e-05,0.116,0.504,0.0466,95.434,385533,4,24.13964,16,0
Chase,The American Dollar,0.422,0.0689,9,-27.438,0,0.0322,0.818,0.942,0.101,0.0364,129.898,153996,4,61.40671,5,0
The Way You Love Me,Faith Hill,0.627,0.716,2,-7.175,1,0.0352,0.127,0,0.0344,0.734,101.99,186067,4,26.1471,12,1
Sun,Daphne Loves Derby,0.643,0.554,1,-6.475,1,0.0608,0.253,0,0.263,0.617,145.106,197813,4,62.47934,8,0
Money For Fish (And Your Chips For Free),Hellfish,0.666,0.828,3,-7.599,1,0.0788,0.00602,0.71,0.643,0.221,134.131,344976,4,31.72338,12,0
These Are The Days,O-Town,0.598,0.627,9,-6.323,1,0.038,0.000968,0,0.0626,0.432,119.991,263933,4,37.07733,11,1
Face Down,The Red Jumpsuit Apparatus,0.545,0.932,7,-2.189,0,0.0399,0.000665,0,0.127,0.465,92.956,192000,4,37.74461,5,1
"I'll Forgive You For Throwing That Rock, Cos That Dance Was Kinda Funny",TTNG,0.385,0.388,10,-11.672,1,0.0294,0.387,0.00503,0.0983,0.324,130.867,183200,3,41.99688,10,0
If Today Was Your Last Day,Nickelback,0.485,0.911,3,-5.749,1,0.0355,8.67e-05,0,0.092,0.568,89.956,249067,4,38.5206,7,1
Metal Firecracker - WXPN Live At The World Café,Lucinda Williams,0.569,0.702,0,-7.184,1,0.0315,0.127,2.53e-06,0.64,0.543,122.204,219573,4,101.49479,9,0
Metal Postcard - John Peel Session,Siouxsie and the Banshees,0.564,0.836,0,-7.011,1,0.14,0.00387,0.00279,0.107,0.442,116.721,213293,4,24.21061,11,0
Corporeal,Broadcast,0.631,0.609,2,-9.803,1,0.0509,0.349,0.777,0.223,0.267,124.983,235013,4,36.27817,11,0
Miss Murder,AFI,0.308,0.873,8,-4.542,1,0.0533,0.00022,0.000729,0.0974,0.686,143.519,206587,4,52.81161,7,1
La Tortura,Shakira Featuring Alejandro Sanz,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,212893,4,19.72847,13,1
Notte D'Amore Con Te,A Touch Of Class,0.774,0.822,9,-7.487,0,0.0512,0.0352,1.92e-06,0.0795,0.535,132.084,245203,4,50.03385,11,0
You Make Me Sick,P!nk,0.77,0.686,11,-6.596,0,0.168,0.00223,2.03e-06,0.347,0.657,100.53,247533,4,41.12756,11,1
Corazón De Metal,Muro,0.539,0.827,7,-8.409,1,0.0411,6.56e-05,0.00744,0.0946,0.476,114.993,263533,4,39.05829,10,0
Mississippi Girl,Faith Hill,0.499,0.765,9,-4.148,1,0.0521,0.113,0,0.0509,0.665,83.916,232707,4,27.97209,11,1
Party People,Nelly Featuring Fergie,0.64,0.849,1,-3.994,1,0.357,0.354,0,0.587,0.666,163.925,238573,4,24.80093,11,1
Splash Waterfalls,Ludacris,0.728,0.846,6,-6.102,1,0.407,0.102,0,0.233,0.702,145.813,290760,4,85.26459,11,1
Holler Back,The Lost Trailers,0.442,0.921,2,-2.344,1,0.0635,0.259,0,0.163,0.601,178.124,190813,4,43.06213,10,1
Cloudwalker,Horse The Band,0.303,0.934,2,-5.379,1,0.0767,6.67e-05,0.0969,0.11,0.114,132.744,288707,4,49.78768,11,0
Sworn In The Metal Wind,Lost Horizon,0.467,0.975,10,-5.028,1,0.166,6.37e-05,0.065,0.429,0.265,92.405,343600,4,51.41262,11,0
Escape,Enrique Iglesias,0.777,0.852,11,-5.329,1,0.0295,0.0299,0.000498,0.145,0.877,125.994,208040,4,23.7428,8,1
Just A Baby Boy,Snoop Dogg Featuring Tyrese & Mr. Tan,0.856,0.717,6,-4.358,0,0.209,0.0464,0,0.355,0.738,94.822,238000,4,34.83472,12,1
Lovebug,Jonas Brothers,0.577,0.495,4,-6.007,1,0.0593,0.158,0,0.269,0.522,158.215,220693,4,38.46346,10,1
Everytime We Touch,Cascada,0.635,0.974,8,-5.373,1,0.052,0.00474,1.56e-05,0.41,0.495,142.049,196467,4,55.66834,11,1
Un Beso de Desayuno,Calle 13,0.571,0.858,8,-5.393,1,0.143,0.288,0,0.0629,0.792,84.615,290840,4,147.48302,8,0
I Will Possess Your Heart,Death Cab For Cutie,0.605,0.619,9,-8.971,0,0.0261,0.423,0.313,0.0732,0.578,133.074,505773,4,35.74844,15,1
Kids,MGMT,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840,4,20.25869,10,1
La Balada,Cuca,0.672,0.5,8,-9.866,1,0.0322,0.277,0,0.0954,0.201,95.758,292787,4,75.21086,8,0
Rakata,Wisin & Yandel,0.872,0.786,1,-5.473,1,0.142,0.0348,0,0.0776,0.722,96.002,172680,4,42.35007,11,1
Hot 2Nite,New Edition,0.726,0.799,1,-5.082,0,0.173,0.49,0,0.14,0.867,100.069,203760,4,28.28972,10,1
SexyBack,Justin Timberlake,0.967,0.583,7,-5.562,0,0.0789,0.0584,0,0.0519,0.964,117,242733,4,45.9564,13,1
Punk Rock Love,The Casualties,0.156,0.999,2,-1.499,1,0.147,0.0249,0,0.227,0.0899,151.199,108440,4,27.55792,7,0
Knight Of The Wind,Crush 40,0.369,0.89,8,-6.192,1,0.0516,6.01e-06,0.26,0.178,0.582,84.94,271920,4,29.48449,12,0
Aarariraro,K. J. Yesudas,0.764,0.398,5,-11.501,0,0.0457,0.303,0.00145,0.0993,0.507,135,286560,4,21.07312,14,0
Got Your Money,Ol' Dirty Bastard Featuring Kelis,0.934,0.459,1,-7.654,1,0.189,0.0516,0,0.222,0.697,103.04,239547,4,38.01367,12,1
Whatever You Like,Anya Marina,0.663,0.643,5,-4.383,1,0.0316,0.535,0,0.308,0.368,121.97,228907,4,40.64803,9,1
Emotional,Carl Thomas,0.548,0.542,1,-8.435,0,0.0409,0.544,0,0.148,0.389,83.106,271868,4,62.29601,10,1
Troublemaker,Akon Featuring Sweet Rush,0.856,0.78,7,-4.256,0,0.105,0.131,0,0.401,0.835,122.067,237173,4,31.20251,15,1
The Light,The Album Leaf,0.176,0.123,1,-16.596,1,0.0439,0.908,0.879,0.208,0.0388,109.536,269067,5,104.80845,7,0
White Walls,Between The Buried And Me,0.262,0.975,1,-6.555,0,0.177,0.000396,0.378,0.297,0.119,135.891,853213,4,42.81075,25,0
Apocalyptic Havoc,Goatwhore,0.212,0.979,10,-5.088,0,0.145,1.63e-05,0.0249,0.171,0.386,160.053,196053,4,51.88201,9,0
(I'm Not Your) Steppin' Stone,Sky Saxon,0.49,0.83,2,-4.434,1,0.031,0.022,0,0.106,0.67,130.073,190693,4,38.35158,9,0
Change Clothes,JAY-Z,0.895,0.628,10,-3.79,1,0.0473,0.0412,0,0.059,0.34,104.009,258427,4,35.85698,14,1
S.O.S.,Jonas Brothers,0.602,0.669,7,-3.904,1,0.0635,0.000917,0,0.114,0.74,137.058,153347,4,22.46207,7,1
Anglaise,Trio Mio,0.383,0.161,7,-10.227,1,0.031,0.976,0.00685,0.131,0.391,92.98,280200,4,24.29689,15,0
I Should Have Cheated,Keyshia Cole,0.436,0.533,2,-4.266,0,0.0472,0.265,0,0.332,0.366,130.768,327693,4,219.63624,9,1
Lights And Sounds,Yellowcard,0.344,0.972,11,-3.675,0,0.116,8.48e-05,0,0.293,0.387,167.819,208187,4,22.94801,8,1
Misery Business,Paramore,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,211520,4,25.39745,8,1
You Gets No Love,Faith Evans,0.749,0.677,5,-3.502,0,0.125,0.211,0,0.196,0.917,96.872,241400,4,43.1736,10,1
Set It Off,Juvenile,0.695,0.595,1,-9.091,1,0.194,0.18,1.2e-05,0.087,0.746,168.136,257000,4,46.41866,13,1
The House Of Lost Hope,Joey Fehrenbach,0.741,0.806,5,-7.565,0,0.0423,0.0308,0.9,0.138,0.97,110.002,332640,4,19.25348,8,0
She Is The New Thing,The Horrors,0.494,0.889,6,-5.524,0,0.0455,0.000606,0.425,0.11,0.525,120.472,200680,4,24.6178,9,0
"Deus Passus, ""St. Luke Passion"": Das ist mein Leib (Soprano, Mezzo-Soprano, Alto, Tenor, Bass)",Wolfgang Rihm,0.194,0.00511,0,-43.178,0,0.047,0.945,0.00193,0.0769,0.0321,84.79,188000,4,48.25093,12,0
Air War,Crystal Castles,0.769,0.806,0,-3.833,1,0.0873,0.0482,0.0627,0.705,0.517,120.001,252267,4,49.2282,11,0
Sign of the Cross,Avantasia,0.537,0.917,6,-5.171,1,0.0322,9.31e-05,1.02e-06,0.351,0.432,101.23,386333,4,62.83441,15,0
If I Never See Your Face Again,Maroon 5 Featuring Rihanna,0.745,0.867,1,-2.446,1,0.0374,0.017,0,0.281,0.936,106.006,201000,4,20.84027,13,1
Suortuva - Folk Aesthetic Version,Tenhi,0.539,0.233,0,-14.906,0,0.029,0.924,0.805,0.13,0.165,110.245,240600,4,36.85271,12,0
Subtext,John Foxx,0.109,0.00459,9,-32.667,0,0.0338,0.989,0.89,0.0796,0.0441,70.122,359680,3,26.43355,14,0
Rock In The Video Age,Jan Jelinek,0.668,0.397,6,-12.649,0,0.0869,0.175,0.918,0.111,0.379,119.987,483973,4,70.40987,16,0
Pass The Courvoisier Part II,Busta Rhymes Featuring P. Diddy & Pharrell,0.775,0.897,9,-8.327,1,0.106,0.0234,4.19e-05,0.536,0.719,127.004,230507,4,30.28463,9,1
Barrage of Noise,Hirax,0.371,0.738,6,-7.707,1,0.299,0.0187,3.94e-06,0.381,0.336,98.811,140053,4,46.15147,6,0
Vagamarathin - Duet Version,M. G. Sreekumar,0.742,0.753,5,-6.954,0,0.0723,0.244,0,0.105,0.64,109.998,192640,4,48.86994,9,0
Mr. Mom,Lonestar,0.505,0.842,10,-3.316,1,0.0475,0.0576,0,0.111,0.671,172.136,208693,4,18.50444,10,1
Ain't Nothing 'Bout You,Brooks & Dunn,0.676,0.753,8,-6.239,0,0.0252,0.0957,0,0.362,0.772,96.993,241093,4,29.78065,9,1
Ladies Love Country Boys,Trace Adkins,0.661,0.959,7,-4.439,1,0.0408,0.0539,1.74e-05,0.381,0.96,116.284,221413,4,17.10427,11,1
You Complete Me,Keyshia Cole,0.681,0.666,2,-4.984,0,0.0491,0.578,0,0.26,0.732,111.401,230920,4,30.1899,12,1
Do It To It,Cherish Featuring Sean Paul Of The YoungBloodZ,0.826,0.67,2,-5.559,1,0.169,0.00798,0,0.495,0.794,74.007,226293,4,32.96251,8,1
Second Chance,Shinedown,0.46,0.796,0,-4.501,0,0.0333,0.00107,0,0.106,0.182,100.011,222067,4,33.51396,10,1
In The Ayer,Flo Rida Featuring will.i.am,0.83,0.746,5,-6.286,0,0.0579,0.00456,0,0.26,0.646,125.992,220507,4,28.11012,11,1
Stand Up,Ludacris Featuring Shawnna,0.697,0.891,6,-4.372,1,0.342,0.453,0,0.11,0.684,98.738,212866,4,34.84179,10,1
Different World - 2015 Remaster,Iron Maiden,0.406,0.975,4,-4.285,0,0.0937,0.000325,0.00018,0.613,0.602,91.826,258187,4,115.41355,9,0
The Portal Of Doom,Runemagick,0.281,0.392,0,-9.238,1,0.0353,0.49,0.000283,0.299,0.0697,75.048,90680,3,45.025,5,0
Lip Gloss,Lil Mama,0.619,0.87,2,-4.956,1,0.501,0.41,1.37e-06,0.0571,0.94,188.772,219773,4,19.52978,12,1
The Lamb,John Tavener,0.133,0.0312,4,-35.098,0,0.0463,0.989,0.0287,0.12,0.0361,75.058,213147,4,86.34541,7,0
Kielo - Folk Aesthetic Alternate Version,Tenhi,0.327,0.207,11,-12.046,0,0.0336,0.79,0.125,0.234,0.0613,93.408,748093,4,23.57157,33,0
One Time,Justin Bieber,0.691,0.853,1,-2.528,0,0.0372,0.0631,7.13e-05,0.082,0.762,145.999,215867,4,21.48442,13,1
Angel,Shaggy Featuring Rayvon,0.74,0.766,6,-2.939,1,0.178,0.116,0,0.0406,0.807,170.531,235133,4,24.54957,12,1
Inside Your Heaven,Carrie Underwood,0.38,0.596,7,-3.469,1,0.0315,0.123,1.46e-06,0.132,0.16,134.443,243267,4,92.71175,7,1
Come On Over Baby (All I Want Is You),Christina Aguilera,0.829,0.915,8,-3.205,1,0.106,0.226,1.25e-05,0.246,0.779,118.903,203333,4,33.92523,8,1
When I Said I Do,Clint Black,0.507,0.411,10,-8.657,1,0.0276,0.308,0,0.106,0.184,102.806,268960,3,17.45857,11,1
All I Want To Do,Sugarland,0.709,0.725,4,-4.999,1,0.0556,0.208,4.54e-05,0.158,0.759,97.046,213360,4,28.35802,6,1
Made of Metal,Halford,0.42,0.941,10,-8.101,1,0.0645,0.000147,0.0151,0.288,0.267,149.049,241013,4,41.70144,8,0
Jaan Meri Ja Rahi Sanam,Anuradha Paudwal,0.627,0.466,7,-11.2,1,0.0294,0.705,4.66e-06,0.182,0.74,109.944,344413,1,25.7077,15,0
Big Star,Kenny Chesney,0.655,0.807,0,-7.674,1,0.0309,0.0056,2.42e-05,0.159,0.73,120.781,239560,4,16.96227,11,1
Hanging On,Cheyenne Kimball,0.573,0.934,5,-3.377,1,0.0372,0.0105,7.26e-05,0.318,0.544,118.773,249160,4,24.91959,11,1
Hillbilly Deluxe,Brooks & Dunn,0.568,0.829,7,-4.713,1,0.0461,0.312,2.57e-06,0.514,0.551,155.041,258693,4,26.48483,11,1
Tommib,Squarepusher,0.347,0.143,1,-16.349,1,0.0336,0.949,0.921,0.094,0.0396,90.091,79173,4,17.4163,3,0
You Belong With Me,Taylor Swift,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35e-05,0.114,0.443,129.964,231133,4,37.64689,10,1
I Found The F,Broadcast,0.599,0.729,9,-6.182,0,0.0262,0.00206,0.0205,0.337,0.215,98.078,141840,4,36.58817,8,0
Cowboys Like Us,George Strait,0.462,0.549,0,-6.224,1,0.0308,0.225,0,0.148,0.261,127.98,219160,3,49.93105,7,1
Closer To Love,Mat Kearney,0.641,0.601,0,-8.51,1,0.0337,0.508,9.33e-06,0.121,0.553,104.984,217560,4,33.38243,9,1
